id,label,prediction,statement
3658,0,0,Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.
2161,1,0,"Forty-five percent of those who've been unemployed, they've been unemployed for six months or longer."
14259,0,0,If the Dow Joans ever falls more than 1000 'points' in a Single Day the sitting president should be 'loaded' into a very big cannon and Shot into the sun at TREMENDOUS SPEED! No excuses!
13866,1,0,The Republicans are proposing to pay for their giant tax cut to the rich by gutting Medicare and Medicaid.
2759,1,0,The city of Atlanta ranks 25th among U.S. cities with the highest crime rates.
1136,0,1,"During the Reagan administration, ""Millions of people were thrown out of work."
22850,0,1,"Vitamins aren't FDA approved, but Twinkies are."
6193,0,0,"Says Connie Mack IV co-sponsored a bill to ""take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market."
17307,0,0,"Donald Trump is ""announcing tomorrow that the US is going into quarantine for the next 14 days."
1296,0,0,"The largest tax increase that we have ever had in our state is yours – it is the business margins tax that you signed, governor."
23011,1,0,Donald Trump himself wrote a book where he was talking about the need to increase the age of eligibility for Social Security to 70.
17383,0,0,"Swing State Hit With 2020 Voting Lawsuit - Accused Of Registering Over 1,500 Deceased People In Pennsylvania."
12919,0,0,"That was the largest audience to witness an inauguration, period."
2405,0,0,"Says James Langevin voted to spend ""$3 billion for a jet engine no one wants."
14337,0,0,"Says abortion is ""the leading cause of death for black Americans and kills as many as 1,000 black children every day."
20337,1,0,"If you look at the hospitalizations at Ruby Memorial in West Virginia, and around the country, 90% to 95% of those hospitalized are unvaccinated."
11896,0,0,"Says Hillary Clinton's immigration platform would ""create totally open borders."
16739,0,0,"Says his campaign hasn't accepted corporate PAC money and isn't funded by ""special interests."
17391,0,0,"I didn't say that"" some of the medical equipment that governors are requesting, they don't actually need."
12997,1,0,Spending more taxpayer money on VISIT FL (or less) has not demonstrated a direct impact on tourism.
11101,0,0,"Says U.S. Rep. Ted Yoho said ""African Americans should only be given three-fifths of a vote."
17366,0,0,Fish tank additive may treat coronavirus.
742,1,0,"As mayor, every year I was in office I did reduce taxes."
5522,0,0,"The U.S. economy is ""recovering slower than Europe"
13892,1,1,Our tax code has nearly doubled since 1985.
12213,0,0,The Pentagon itself says that we could eliminate 20 percent of U.S. bases.
8407,1,0,"The median net worth of American households hasn't changed much over the past decades, it's about $20,000 ... but Congress' average median net worth has ballooned, more than doubled."
14733,0,0,Say a boy was 'caged' in a wire enclosure.
5172,1,1,"In 2011, there were more than 28,000 new Tennessee jobs created and over $4 billion in capital investment. Our Jobs4TN plan is working."
6365,0,0,Barack Hussein Obama will .. force Christian organizations to pay for abortions.
9604,0,0,Georgia has elected more African-American leaders than any other state in the country.
15079,0,0,Scott Wallace wants to tax families of five for 'irresponsible breeding'
7103,0,1,Says bag litter increased after San Francisco banned single-use shopping bags.
8444,0,0,A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.
20136,1,1,"Every time outgoing New York Gov. Andrew Cuomo ""says the firearm industry 'is immune from lawsuits,' it's false."
6162,1,0,Says a portfolio managed by the Texas General Land Office earned 22 percent last year while the state's emergency reserve account experienced a 1 percent gain.
14231,1,0,"Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers."
3534,1,0,"On the night of the Iowa caucuses, Obama ""promised the nation that he would do health care reform focused on cost containment, he opposed an individual mandate, and he said he was going to do it with Republicans."
15313,1,0,"George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage"" for their pre-existing conditions."
7347,1,1,"Says that according to a report, ""the tech sector now drives more than one-quarter of Austin's economy."
9016,1,0,"U.S. Senate candidate Jack Kingston ""requested more earmarks than any other GA Congressman and all GA GOP members combined."
20901,0,0,"Rep. Alexandria Ocasio-Cortez said, ""I don't need truckers. I get my food from the grocery store."
3341,0,0,"Says Majority Leader Eric Cantor called for ""abolishing Social Security and Medicare."
7409,1,0,We cut taxes 24 times.
8755,1,0,"The Rhode Island Parole Board ""never received an objection from the attorney general"" to the parole of  convicted murder Alfred Brissette."
3735,0,0,We have unemployment that rivals the Great Depression.
9272,1,1,David Perdue led efforts to ship thousands of jobs overseas.
15518,0,0,"Says Time magazine cover features President Donald Trump with the text ""Worst. President. Ever."
2255,1,0,Deepwater's own testimony . . . is they said they'll create six jobs.
8013,1,1,"The average fast food worker is 29, and most fast food workers ""are on some form of public assistance."
1574,0,0,"Says the new health care law delivers a ""$13 billion tax increase on families with special needs."
4040,0,0,One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.
20365,0,0,"Department of Homeland Security ""deemed as terrorism"" behavior that includes ""resisting COVID regulations"" and ""thinking the election was rigged.""...""In other words, if you are a Trump supporter, you are a terrorist."
9838,0,0,"If people work and make more money, they lose more in benefits than they would earn in salary."
10510,1,1,"Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified."
6138,1,0,"Says ""cities save an estimated $38 in dental costs for every $1 invested in fluoridation."
8440,1,1,"The words ""subhuman mongrel,"" which Ted Nugent called President Barack Obama, were used by the Nazis to ""justify the genocide of the Jewish community."
22715,0,0,The moon is a habitable place.
5663,1,1,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff."
11655,1,1,Research even shows that sending more girls to school can boost an entire country's GDP.
9158,0,0,"Twenty percent of single adults, ages 21 to 25 with no kids, ""are not working or even in school trying to find a job."
9412,1,0,The state budget has increased almost $800 million a year in each of the last two years.
22653,0,0,"In Australia, ""All joggers must wear a helmet."
1910,1,1,"Says Texas has one state inspector for every 4,500 oil and gas wells."
2913,0,0,"If the Stamp Farm wind turbine is built, the ""health risk of 'flicker' impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures."
20941,0,0,We all know China created COVID.
3756,1,0,"The Medicare drug program ""resulted in the program coming in 40 percent under budget. ... And the reason it was, is because the design was right."
9013,0,0,Obama regime planned the influx of illegal alien children at the border.
7264,1,0,Most state employees did not receive any pay raise from 2009 to 2012.
284,1,1,"If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have."
19393,0,0,Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.
15346,1,1,Poverty in WV is more than 5% higher than the national average.
10657,1,0,"Gov. Maggie Hassan's budget proposal ""raises taxes on small businesses and increases taxes and fees by $100 million."
9061,0,0,"I co-sponsored the Rebuild America Jobs Act"" for transportation and infrastructure."
2067,1,0,"Hank Johnson voted against legislation to help ""first responders, teachers, vets and troops."
3935,0,0,The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues.
13025,0,0,"The media has ""a lower approval rate than Congress."
10091,0,0,"Job growth in the United States is now at the ""fastest pace in this country's history."
6813,1,1,"The fiscal cliff deal ""ultimately raised taxes."
19074,0,0,Georgia and Kansas Capitol buildings have been stormed by protesters.
15588,0,0,I've always supported protections for our DREAMers.
11306,1,0,It's highly unusual to have a Supreme Court confirmation in a presidential election year. The last one was 1940.
20578,0,0,Biden's banking nominee demands all 'private bank accounts' be eliminated
192,0,0,"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper."
8683,0,1,My state of Florida is now the third-largest state. We have surpassed New York in population.
6164,0,0,"Household income in America has gone down for families an average of $4,000 in the last four years"" while it "" went up $5,000"" under Mitt Romney when he was governor of Massachusetts"
7724,1,0,"I've got the spending down, I've got the debt down a little bit, I've got the reserves up."
6652,1,0,"Says that ""Tennessee law requires that schools receive half of proceeds -- $31 million per year"" -- from a half-cent increase in the Shelby County sales tax."
3433,1,0,"Milwaukee is ""the most segregated city in America."
6625,0,0,"An Obama campaign tactic for rallying voters is to ""offer them cell phones."
8922,0,1,"We came out of the White House not only dead broke, but in debt."
161,0,0,Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.
15819,1,1,We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s.
17608,0,0,"Dr. Anthony Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases."
2762,1,1,"Republicans ""created a trillion dollar prescription drug entitlement program without paying for it."
4731,0,0,"Since Wisconsin Gov. Scott Walker took office, ""we are losing jobs at rates not seen in decades."
21032,0,0,We have doubled our (oil) imports from Russia in the last year.
18877,0,0,"Dominion Voting Systems ""deleted 2.7 million Trump votes nationwide."
5238,1,1,"In 1950, the average American lived for 68 years and 16 workers supported one retiree. Today, the average life expectancy is 78 and three workers support one retiree."
7556,0,0,"Miami-Dade has ""the nation's highest-rated tap water."
7912,0,0,"A $10 million fire fee proposal in St. Petersburg was ""inspired"" by Gov. Rick Scott."
4816,1,0,"Says he lived up to a 2008 promise when he ""closed corporate tax loopholes that were sending profits overseas."
4796,1,0,"Enacting the Right-to-Carry Act would amount to ""expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.''"
19922,0,0,Prairie State power plant is the cleanest coal-fired power plant in the nation.
12383,1,1,Latinos are 17 percent of our country's population but hold only 2 percent of its wealth.
23295,0,0,"Ohio replaced lethal injection ""with a system that quickly and humanely rips off the heads of death-row inmates using powerful robotic arms."
22242,0,0,Bill Gates' daughters aren't vaccinated.
11425,1,1,"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, ""dragging the American flag on the ground like it was a piece of garbage."
7594,1,0,"The FL Guard has defended our freedom in Afghanistan, Iraq, and put their lives at risk; now the fed govt is going to cut their pay 20%."
10221,1,0,"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid."
3750,1,0,Says the state's new collective bargaining law effectively eliminates police unions' ability to negotiate.
2977,0,0,The economy we preside over today is better than the one we inherited.
11660,1,0,"North Carolina has ""one of the fastest growing populations as well as the fastest growing economy in the country."
19079,0,0,Evidence growing that fascist ANTIFA orchestrated Capitol attack with clever mob control tactics.
2297,0,0,"State pension fund staffers ""lost billions. Then Sink gave them bonuses."
7600,0,0,"In Providence, R.I., it's illegal to sell toothpaste and a toothbrush to the same customer on a Sunday."
20038,0,1,"Referring to a destroyed brick mural of George Floyd, said it's highly unusual for a brick wall to be destroyed by lightning."
5990,0,0,"A study showed that President Barack Obama's health-care reforms will ""devastate Wisconsin"" by pushing people off employer-sponsored insurance, driving up premiums, increasing dependency and making 122,000 people ineligible for Medicaid."
5525,0,0,"The congressional district for Miami-Dade and Broward counties has a ""staggering drop-out rate of almost 61 percent."
8505,0,0,"All of Florida's four-year state colleges now offer bachelor's degrees for only $10,000."
21150,0,0,There was a raid on the Biden residence yesterday by the military!
16973,0,0,Says former NBA player Rick Fox was also on board with Kobe Bryant
11394,0,0,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.
2711,1,0,"Oregon, once again, remains among the top five hungriest states in the nation."
7343,1,0,"Expanding Medicaid would require borrowing more money, drastically expanding our deficit."
13153,0,0,"Says Airbnb ""decreases real estate values and increases costs for workforce housing."
14684,0,0,"New York state has the ""second highest millionaires tax in the nation."
20983,0,0,"Grocery chain Aldi will send people who share a Facebook post a ""bag full of family necessities"" worth $750, and 100 random bags also have a voucher for $500."
19135,0,0,"China was behind the interference and the effort to overthrow our government and the election, election fraud."
17545,0,0,Photo shows packed beach of re-opened Jacksonville Beach on CNN.
6566,1,1,Veterans' unemployment is actually now lower than (the) general population. It was higher when I came into office.
4619,1,0,House Republicans are ramming through legislation ... to classify pizza as a 'vegetable' for the purpose of school lunches.
6106,0,0,"Says she does the jobs of state auditor, secretary of state and lieutenant governor ""for less than the price of one of them"" in Washington state."
12151,0,0,"Then, the Republican leader theatrically introduced new bills with stopgap budget language, declaring that we could stay until midnight and pass this compromise. Except under our constitution, a bill has to be read on 3 different days, so that's not possible."
5194,0,0,If you look up the dictionary definition of happiness at the time of our founders … happiness was not doing what you want to do but doing what you ought to do.
5975,1,0,"Mike Dovilla's big ideas like expanding the Ohio Motion Picture Tax Credit, which helped bring films like 'The Avengers' to Cleveland, have helped make our state No. 1 in the Midwest for job creation."
12117,1,0,Our economy is so much stronger than when (Barack Obama and Joe Biden) took office. Nearly 15 million new private-sector jobs.
8878,1,1,"In Texas, ""a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious."
20927,0,0,"In Joe Biden's America, your children are more likely to have access to a crack pipe than a mask-free education."
17597,0,0,"A photo shows a ""Center for Global Population Reduction"" at the Bill & Melinda Gates Foundation headquarters."
9678,1,0,Georgia has the country's second highest number of fraudulent tax refund claims.
14399,0,0,Court orders Obama to pay $400 million in restitution.
22299,0,1,A Twitter employee was laid off after receiving a meme.
16736,0,0,"Says Nancy Pelosi said ""Americans are the stupidest people on earth."
12779,0,0,"There was ""serious voter fraud"" in Virginia."
5544,1,1,"New Jersey has ""the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average."
21469,0,0,The United States can't import baby formula because of the U.S.-Mexico-Canada Agreement.
6516,1,1,"When Mitt Romney was governor of Massachusetts, he ""stood in front of a coal plant and pointed at it and said, 'This plant kills.'"
2392,0,0,O'Shaughnessy even voted for her own personal stimulus package -- a taxpayer-funded pay raise for herself.
16047,0,0,"In states that have legalized (recreational marijuana), you see steady decreases in youth use if you do it right."
6682,1,0,"Says New Jersey is ""50th in return of our federal tax dollars."
1938,0,0,"Sixty percent of the Hispanics"" support the Arizona immigration law"
20001,0,0,"Protest video shows ""resistance"" to ""President Macron's plan for mandatory COVID vaccinations of all French citizens."
3001,0,0,"Nevada will be ""energy independent within the immediate future."
21527,0,0,Illinois high school to implement race-based grading system in 2022-2023 school year
7670,1,1,"Twenty four states have voter ID or comparable restrictions; before Barack Obama was elected, it was two."
14615,0,0,"If Joe Manchin had his way, Judge Gorsuch never would have been able to get a vote."
18413,0,0,"Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves."
10147,1,1,You can't build a Christian church in Saudi Arabia.
842,0,0,Nancy Pelosi wants a Windfall Tax on Retirement Income.
21849,0,0,"Quotes Sarah Palin as saying ""when Jesus celebrated Easter with his disciples there were no Easter bunnies or egg hunts."
20398,0,0,"There is an ""epidemic of plane crashes linked to vaccine-related strokes in pilots."
20958,0,0,"Photo shows the freedom convoy in Canberra, Australia, with over 1.5 million cars."
20435,0,0,The military raided Hunter Biden's home.
14154,1,0,African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!
14650,0,0,"Says James Clapper said ""that the FBI was spying on (Trump's) campaign."
4439,1,0,New Jersey's poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen.
21916,0,0,The U.S. & Elon Musk reveal new hypersonic jet to help Ukraine.
8192,1,0,"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year."
19709,0,0,Michigan has requested a full forensic audit.
1685,1,0,"Sue Lowden gave Harry Reid's campaigns a thousand dollars in five different elections, helping his Senate dreams come true."
19617,0,0,"Says LeBron James said, ""We're at the point where a girl can't even stab her friends anymore."
10964,1,1,It takes almost a year for a refugee to be processed in the United States.
5490,1,0,The fastest-rising expense in the U.S. Defense Department is health care.
20393,1,0,"COVID-19 ""surges among most vaxxed communities, says Harvard study."
12077,1,0,"Speakers at the Democratic National Convention made ""zero mentions of the global terrorist threat posed by ISIS."
2074,0,0,"A bill to aid state and local governments ""is fully paid-for by closing costly corporate tax loopholes."
21296,0,0,A Reddit post shows a parent admitting to forcing their child to continue transitioning by sneaking hormone medication.
6941,1,1,"Says, ""Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent."
21269,0,0,"Leftist justice reform"" is the reason that the NYC subway shooting suspect wasn't in jail at the time of the attack."
4639,1,1,"By fiscal year 2013, the state is expected to wipe through [HOPE scholarship] reserve funds."
1245,1,1,"We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act."
11161,0,0,Donald Trump is appealing as much to Democrats as he is to Republicans.
2536,0,0,"In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born."
19491,0,0,"Says there was a ""28% increase in children to the border in my administration"" and ""31% … in 2019."" The increase in migration in January, February and March ""happens every year."
23139,0,0,Recent wildfires in California were planned to clear land for a high-speed rail system.
22925,0,0,Israel is banning Christianity.
5344,1,0,This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].
8307,0,1,"Rick Scott's Administration spent over $100,000 of taxpayer money during their first voter purge attempt in 2012."
175,1,0,"Barack Obama's health care plan ""would leave 15 million Americans out."
18861,0,0,System 'Glitch' ... In Wisconsin - Reversal of Swapped Votes Removes Lead from Joe Biden.
12277,1,1,"Says Hillary Clinton ""is the one that labeled African-American youth as 'superpredators.'"
5421,1,0,Large phone companies and their trade association have hired 35 registered lobbyists to influence and pass SB 271 (deregulation legislation).
16440,0,0,"In 1789, being a member of Congress in the U.S. was considered a civic duty, and they were only paid 50 cents a day."
23332,0,0,Photos show children wearing satanic clothing and participating in a satanic club.
8408,0,0,"Social Security was advocated … in the 1930s as a way of getting people to quit working, because they thought we were confined to a permanent scarcity of jobs in this country."
6664,1,1,"Says under President Barack Obama, the United States has created ""five million jobs."
19318,0,0,"The reality"" in Texas is that ""you're flying helicopters, using fossil fuels, to put oil on wind turbines to defrost them."
1012,1,0,Forty-five percent of Americans went without needed care because of costs in 2007.
11825,1,0,Polls show Bernie Sanders would do better than Hillary Clinton in a head-to-head battle against Donald Trump.
10846,0,0,Says CNN deleted an online poll showing Bernie Sanders won the first Democratic presidential debate to help out Hillary Clinton.
5213,1,1,They're paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.
12139,0,0,"Says Sen. Pat Toomey ""even tried to shut down the federal government in order to eliminate funding for Planned Parenthood."
8473,1,0,"More than 80 percent of Georgians don't support legislation to ease gun restrictions in houses of worship, in bars and on campuses."
5583,1,0,"There are ""49 different federal job training programs that report to eight agencies."
15196,0,0,"After Hurricane Hermine struck Tallahassee, ""utility companies lined up trucks to restore power. But as mayor, Andrew Gillum refused help from workers."
5424,1,0,Congress as a whole is less popular than it's been since polling was invented.
3688,1,0,"Says this month's special session will cost the state $27,300 a day just for legislators' daily living expenses."
2507,0,0,"Says he ""stood up to his own party by voting against the budget to stop runaway government spending."
13656,0,0,"Untaxed corporate earnings used to be ""$2.5 trillion … I guess it's $5 trillion now. Whatever it is, it's a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore."
12349,0,1,"California's Prop 55 ""prevents $4 billion in new cuts to our schools."
6843,1,0,"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010."
10084,0,0,"More than 7,000 Americans lost their lives to climate change-fueled events last year."
14621,1,1,"Says Cecile Richards recently said there's room in ""her movement"" for people who personally believe abortion is wrong."
11223,1,1,"Americans ""are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent."
19675,0,0,"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, ""if I wanted to see a horse's ass I would of came in second."
13069,1,0,"Says Scott Walker is proposing to add 485 employees ""in the category of supervisor and management"" to his Department of Administration."
5146,1,0,"Since President Obama took full control of Washington,"" every day, 13,000 more people ""have been put on food stamps."
15181,0,0,"Says a bill co-sponsored by Sen. Claire McCaskill ""would give a free pass to any illegal immigrant who brings a child to the border."
3424,0,0,Says Gov. Rick Scott's approval ratings are up.
22137,0,0,California is registering non-citizens to vote and has refused to cooperate with the Federal Election Integrity Program.
12356,0,0,"Says Hillary Clinton aide Huma Abedin has ""ties to the Muslim Brotherhood."
13224,1,1,There are no federal or state laws that say prosecutors must seek death sentences. And the United States Supreme Court has banned all state laws that make executions mandatory for murders.
17401,0,0,Even Fairfax County doesn't pay the kind of (school administration) salaries that Richmond is paying right now.
12885,0,0,"Says Hillary Clinton campaign chairman John Podesta's email password was ""password."
14120,1,1,"Wisconsin's state court agency ""basically"" has rented the same office space across from the Capitol ""since 1974."
16209,0,0,"Says Robert De Niro said, ""I preferred the time in America when the president and the village idiot were two different people."
8794,0,0,Florida Democrats just voted to impose Sharia law on women.
4289,0,0,The federal government has not engaged in (border security) at all.
22037,0,0,"North Korea sent more than 100,000 troops to Russia for the Ukraine War!"
6877,0,0,A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.
21710,1,1,My company was building the Keystone Pipeline when (President Joe) Biden canceled it.
22221,0,0,"Video shows ""military robots ready for war."
14969,0,0,"Says the Trump administration ""has banned the CDC even using the word 'transgender.'"
6170,1,0,"Says ""taxes were raised 115 times in the eight years before I became governor"" and those increases were part of a ""path that led to wealth and jobs and people leaving our state."
12518,0,0,"Says Hillary Clinton ""wants to go to a single-payer plan"" for health care"
10079,1,1,"In an average grocery store, roughly 75 percent of processed foods contain genetically modified organisms, or GMOs."
21661,0,0,"Shooter in Highland Park, Illinois, ""bought the gun illegally."
16179,0,0,"Says Clint Eastwood said Hollywood is ""the place of traitors and pedophilians"" and he's decided to ""leave"" it to ""fight against traitors with real American patriots with president Trump."
12110,1,0,"In first week as governor, Tim Kaine ""proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year."
13196,0,1,There are about as many members of the Armed Forces marching bands as there are American diplomats.
20467,0,0,There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome.
4082,1,1,"There are cities and counties in Georgia that don't have websites, and where elected officials don't have email addresses."
14396,0,1,"Shoes on the Capitol lawn represent 7,182 students who were killed in U.S. schools since 2012."
9293,0,0,I was able to go and buy an automatic weapon … Most people can go out and buy an automatic weapon.
19449,0,0,"Says Burisma admitted in a Ukrainian court to paying Joe Biden $900,000."
15658,1,0,I have more military experience than anybody who's arrived behind that desk since George H.W. Bush.
5181,0,0,"Says State Comptroller Matthew Boxer ""pointed out that many towns are artificially lowering the real estate values that they report to Trenton"" in order to ""get hundreds of millions of dollars of additional school aid. This is the kind of fraud that needs to be addressed immediately."
6371,0,0,Barack Hussein Obama will … force doctors to assist homosexuals in buying surrogate babies.
17203,0,0,In 'Resident Evil' the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.
10015,0,0,"The measles vaccine has killed 108 people in the last decade, while no one has died of measles."
22496,0,0,"Cellphone data used to arrest the Idaho quadruple-murder suspect proves that criticism of the ""2000 Mules"" movie's use of cell data is unfounded."
10277,0,0,"We had an agreement that the president could have signed that would have kept 10,000 troops"" in Iraq."
1553,1,0,"Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation"" before filing a lawsuit against the health care reform law."
14373,1,0,"Says Richard Cordray directed an Ohio commission to ""permit an armed group to have a rally on the statehouse grounds, even taking the extraordinary step of assuming personal responsibility for waiving an insurance requirement in the event of an incident."
22787,0,0,"Video shows Elon Musk saying he bought Twitter and unblocked Andrew Tate's Twitter account because ""we need to escape the suppression from the matrix and expose the global elites."
680,0,0,"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners."
2145,0,0,"The sales tax increase, if approved, will cost taxpayers ""up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa."
12923,0,0,"In our nation's capital, killings have risen by 50 percent."
13228,1,0,I've won awards on environmental protection.
13058,1,0,"If you're in Texas, you have got to drive 120 miles to get an ID."
20842,0,0,Biden announces Medicare stimulus that provides free dental work to all Seniors who need it! Crowns and implants included.
8974,1,0,"The number of terrorists out there"" has doubled."
3663,0,0,Look at the debt that has been accumulated in the last two years. It's more debt under this president than all those other presidents combined.
23236,1,1,"Says that under his presidency, the unemployment rate has ""been below 4% for the longest stretch in 50 years in American history."
20689,1,0,"Chuck Grassley was ""voting to slash Medicare"" when voting against the debt ceiling bill."
3061,1,1,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.
19072,0,0,"Antifa"" is to blame for storming the U.S. Capitol."
22524,0,1,A video shows the deadly Jan. 15 plane crash in Nepal.
20565,1,0,"Only a court can decide that somebody is incompetent to vote"" -- the state Election Commission ""cannot force facilities, private facilities, to allow special voting deputies"" inside."
2475,1,0,"Rand Paul wants ""to end all federal faith-based initiatives, and even end the deduction for religious charities."
15814,0,0,"''Over 40 percent of African-American men in (Milwaukee County) have been going to prison for low-level drug offenses, and I think a hundred times that in the city of Madison."
13193,0,1,"A study of where teachers apply to work found that ""less than 5 percent wanted to work in rural Wisconsin."
5953,0,0,"Gov. Bill Haslam is ""making our Economic Development department Sharia compliant"" by hiring a woman ""who specializes in Sharia compliance. That's what her job is."
10609,0,0,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.
10781,1,0,"Israel has seen a ""90 percent reduction in terrorist attacks"" that it attributes to building a 500-mile fence."
8149,1,1,About 2 percent of Americans get paid the minimum wage.
15334,0,0,George Soros was an SS officer.
15394,0,0,"Says Brendan Kelly ""allowed half of the criminals he faced to walk free"" and ""failed to protect women who were violently assaulted,"" allowing ""those guilty of sexual assault to cut inexcusable plea deals."
11226,1,0,"I waited until (the Trans-Pacific Partnership trade agreement) had actually been negotiated"" before deciding whether to endorse it."
14933,0,0,Education Secretary Betsy DeVos owes Ohio $5.3 million for campaign finance violations and Mike DeWine's office refuses to collect the fine.
6858,0,0,Poverty levels (are) at an all-time high.
1777,0,0,The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.
11742,1,0,"Zika mosquitoes ""can't catch me."
20932,0,0,"Girl Scouts support ""Planned Parenthood and pro-abortion politicians."
12347,0,0,"Chris ""Sununu supported Obama's Common Core agenda, taking away local control of our schools."
8608,1,0,"State Medicaid expansion ""will save our treasury $1 billion over the next eight years."
1475,1,0,"St. Pete Beach's experiences are a ""fair example"" of what could happen if Amendment 4 passes."
1138,1,1,"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles."
11888,1,0,"As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery."
12254,1,1,"Says Marco Rubio ""voted against the bipartisan Violence Against Women Act."
6517,1,1,Says Mitt Romney refused to say whether he'd sign the Lilly Ledbetter bill.
17133,0,0,"Rep. Devin Nunes, R-Calif., said ""defending Trump is more important than the United States."
21222,0,1,"Josh Mandel doctored an image in a campaign ad but ""forgot to Photoshop the hands that clearly show he put his face on the body of a Black soldier."
11008,1,0,More black babies are aborted in NYC than born.
7883,0,0,Obama has jumped the shark and ordered the ocean closed!
483,1,0,John McCain decided to stand with George Bush 95 percent of the time (last year).
2732,1,0,"In Wisconsin, ""deaths from domestic violence are at the highest in 10 years."
18599,0,0,Jeffrey Epstein found living in New Mexico!
4432,1,1,"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent."
22403,0,0,The law prohibits current Secretary of State Katie Hobbs from overseeing the election while she was a candidate for governor.
13149,0,0,I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point.
23246,1,0,"More than ""200 dogs showed up and lined up around the block"" for a man's 100th birthday celebration."
5218,0,0,"Says Wisconsin Assembly Republicans voted to repeal a law that ensures ""that women cannot get paid less than a man for doing the same job."
2801,1,1,"Under the compromise tax agreement, ""99.7% of American families will not pay 1 nickel in an estate tax."
47,1,1,"During his tenure in Washington and in the Illinois State Senate, Barack Obama has accumulated a record of bipartisan success."
10707,1,0,"The top man at Yale Law School came out ... with just a raging report"" about former HP CEO Carly Fiorina, saying she is ""one of the worst executives in his memory in history running the company."
15546,0,0,"Says Sen. Charles Schumer ""repeatedly supported a physical barrier in the past along with many other Democrats. They changed their mind only after I was elected president."
