,Text,Punctuation,Tags,Citations,Numeric,Capitals,Unique_Words,Word_Counts,Short_Words,Medium_Words,Long_Words,Positive_Score,Negative_Score,Intensity_Score
13103,spain rajoy say he expects next phase of brexit talk soon,0.0,0.0,0.0,0.0,3.0,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0
13104,austria supreme court pave way for samesex marriage from,0.0,0.0,0.0,4.0,1.0,9.0,9.0,5.0,4.0,0.0,2.0,0.0,4.0
13105,un right bos urge mexico not to enshrine army role,0.0,0.0,0.0,0.0,3.0,10.0,10.0,9.0,1.0,0.0,2.0,0.0,3.333333333333333
13106,northern irish dup say will not accept divergence between north ireland and rest of uk,0.0,0.0,0.0,0.0,9.0,15.0,15.0,11.0,4.0,0.0,2.0,0.0,3.0
13107,support for antiimmigration sweden democrat tumble poll,0.0,0.0,0.0,0.0,3.0,7.0,7.0,4.0,2.0,1.0,1.0,0.0,1.6666666666666667
13108,mexico presidency hopeful eye tax cut to counter trump reform,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,3.0,1.0,6.0
13109,iran asks muslim to disrupt israeli tie in region tv,0.0,0.0,0.0,0.0,5.0,10.0,10.0,8.0,2.0,0.0,0.0,1.0,2.0
13110,lebanon hariri rescinds resignation drawing line under crisis,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,3.0,1.0,0.0,2.0,2.0
13111,un say fighting stop in sanaa saleh funeral expected,0.0,0.0,0.0,0.0,4.0,9.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
13112,toll in sanaa fighting rise to killed wounded icrc,0.0,0.0,0.0,6.0,6.0,9.0,9.0,7.0,2.0,0.0,0.0,1.0,1.0
13113,in brussels tillerson offer eu strong u support,0.0,0.0,0.0,0.0,7.0,8.0,8.0,5.0,3.0,0.0,2.0,0.0,2.666666666666667
13114,german broadcaster wont promote expink floyd frontmans concert over antisemitism accusation,0.0,0.0,0.0,0.0,4.0,11.0,11.0,4.0,5.0,2.0,0.0,1.0,2.0
13115,australia mp rush to disclose parentage amid citizenship crisis,0.0,0.0,0.0,0.0,3.0,9.0,9.0,5.0,3.0,1.0,0.0,1.0,1.0
13116,romania former king michael dy in switzerland at age of,0.0,0.0,0.0,2.0,3.0,10.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0
13117,germany must stop relying on u for foreign policy foreign minister,0.0,0.0,0.0,0.0,3.0,10.0,11.0,6.0,5.0,0.0,1.0,0.0,3.0
13118,afghan suspect arrested in germany over migrant death at sea,0.0,0.0,0.0,0.0,2.0,10.0,10.0,6.0,4.0,0.0,0.0,2.0,2.0
13119,london security alert end a package ruled nonsuspicious,0.0,0.0,0.0,0.0,1.0,8.0,8.0,5.0,2.0,1.0,1.0,0.0,2.0
13120,saudi arabia hope u will not recognize jerusalem a capital of israel,0.0,0.0,0.0,0.0,6.0,12.0,12.0,9.0,3.0,0.0,2.0,0.0,4.0
13121,turkey detains people in investigation related to gold trader zarrab agency,0.0,0.0,0.0,2.0,2.0,11.0,11.0,8.0,2.0,1.0,1.0,0.0,1.0
13122,bus bomb kill eight in syria homs city state medium,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,2.0,2.0
13123,former egypt interior minister habib aladly arrested security source,0.0,0.0,0.0,0.0,4.0,9.0,9.0,4.0,5.0,0.0,2.0,0.0,2.0
13124,finland suspect russian aircraft violated airspace,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,6.0,0.0,0.0,1.0,1.0
13125,eu court adviser say britain wa wrong to refuse transgender woman pension,0.0,0.0,0.0,0.0,3.0,12.0,12.0,8.0,3.0,1.0,1.0,2.0,5.0
13126,myanmar say working to ensure return of rohingya refugee,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,4.0,0.0,1.0,0.0,1.0
13127,south korea u kick off largescale air exercise amid north korean warning,0.0,0.0,0.0,0.0,6.0,12.0,12.0,9.0,2.0,1.0,0.0,2.0,6.0
13128,australia citing concern over china crack down on foreign political influence,0.0,0.0,0.0,0.0,2.0,11.0,11.0,6.0,5.0,0.0,0.0,2.0,3.666666666666667
13129,german see trump a bigger problem than north korea or russia,0.0,0.0,0.0,0.0,5.0,11.0,11.0,10.0,1.0,0.0,1.0,1.0,3.0
13130,turkey could break off tie with israel over jerusalem erdogan,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,0.0,1.0,2.0
13131,after brexit deal crumbles britain may to speak to northern irish party,0.0,0.0,0.0,0.0,6.0,11.0,12.0,9.0,3.0,0.0,1.0,0.0,1.0
13132,britain hammond say very confident of deal on brexit talk,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,2.0,0.0,4.0
13133,erdogan say turkey will destroy those in syria linked to kurdish militant,0.0,0.0,0.0,0.0,4.0,12.0,12.0,8.0,4.0,0.0,1.0,1.0,3.0
13134,russia expects new sanction to further sour it tie with u in ria,0.0,0.0,0.0,4.0,6.0,13.0,13.0,10.0,3.0,0.0,1.0,1.0,4.0
13135,stopping militancy spread in asean a priority for singapore minister,0.0,0.0,0.0,0.0,7.0,10.0,10.0,5.0,5.0,0.0,1.0,1.0,3.0
13136,arab league say death of saleh risk explosion in yemen mena,0.0,0.0,0.0,0.0,8.0,11.0,11.0,10.0,1.0,0.0,0.0,2.0,2.0
13137,top alqaeda leader killed in eastern afghanistan,0.0,0.0,0.0,0.0,3.0,7.0,7.0,4.0,2.0,1.0,1.0,0.0,1.0
13138,philippine duterte order police to provide active support in drug war,0.0,0.0,0.0,0.0,2.0,11.0,11.0,7.0,4.0,0.0,2.0,1.0,3.666666666666667
13139,u focus on internal issue will change world order germany,0.0,0.0,0.0,0.0,3.0,10.0,10.0,8.0,2.0,0.0,1.0,0.0,2.0
13140,saudi ha completed main wave of arrest in antigraft purge minister say,0.0,0.0,0.0,0.0,1.0,12.0,12.0,9.0,3.0,0.0,1.0,0.0,1.0
13141,russia lavrov u tillerson to discus north korea in vienna ria,0.0,0.0,0.0,0.0,11.0,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0
13142,rebel honduran police ignore curfew order election protester rejoice,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,4.0,0.0,1.0,1.0,3.0
13143,new zealand foreign minister praise china tie damp fear of protectionism,0.0,0.0,0.0,0.0,3.0,11.0,11.0,7.0,3.0,1.0,2.0,1.0,5.0
13144,macau suspends prodemocracy lawmaker a critic protest,0.0,0.0,0.0,0.0,1.0,7.0,7.0,3.0,3.0,1.0,0.0,2.0,4.0
13145,un political affair chief to visit north korea this week,0.0,0.0,0.0,0.0,4.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0
13146,japan want missile with enough range to strike north korea source,0.0,0.0,0.0,0.0,3.0,11.0,11.0,10.0,1.0,0.0,1.0,1.0,4.0
13147,leftist leader back guillier in chile runoff presidential election,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,4.0,1.0,1.0,0.0,1.0
13148,un right team warns mexico of crisis in journalist safety,0.0,0.0,0.0,0.0,3.0,10.0,10.0,9.0,1.0,0.0,1.0,1.0,2.333333333333333
13149,brazilian prosecutor accuses exminister congressman of money laundering medium,0.0,0.0,0.0,0.0,1.0,9.0,9.0,3.0,4.0,2.0,0.0,1.0,2.0
13150,construction executive detained in peru in graft probe,0.0,0.0,0.0,0.0,2.0,7.0,8.0,5.0,2.0,1.0,0.0,1.0,1.0
13151,trump delay announcement on whether u embassy to be moved to jerusalem,0.0,0.0,0.0,0.0,4.0,11.0,12.0,8.0,3.0,1.0,1.0,0.0,2.0
13152,support for brazil pension reform more organized lawmaker,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,4.0,0.0,2.0,0.0,2.666666666666667
13153,oas say honduran vote result in doubt due to irregularity,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,1.0,1.0,0.0,2.0,3.0
13154,kiss of death to twostate solution if jerusalem declared israel capital plo envoy,0.0,0.0,0.0,0.0,6.0,13.0,13.0,8.0,5.0,0.0,1.0,1.0,2.0
13155,israeli missile target syrian military facility near damascus syrian state medium,0.0,0.0,0.0,0.0,4.0,10.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0
13156,german spd to start talk with merkel next week if member agree,0.0,0.0,0.0,0.0,5.0,12.0,12.0,12.0,0.0,0.0,1.0,0.0,2.0
13157,france macron tell trump concerned over jerusalem plan,0.0,0.0,0.0,0.0,4.0,8.0,8.0,6.0,2.0,0.0,1.0,1.0,4.0
13158,saudi say u announcement on jerusalem to hurt peace process heighten tension,0.0,0.0,0.0,0.0,4.0,12.0,12.0,7.0,4.0,1.0,1.0,2.0,3.0
13159,swiss to return  million in stolen fund to nigeria,0.0,0.0,0.0,3.0,2.0,9.0,10.0,8.0,2.0,0.0,0.0,1.0,1.0
13160,u call on yemen warring faction to reenergize talk,0.0,0.0,0.0,0.0,3.0,9.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0
13161,lebanon hariri to meet major power in paris,0.0,0.0,0.0,0.0,3.0,8.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0
13162,lebanon cabinet to meet tuesday for first time since political crisis medium office,0.0,0.0,0.0,0.0,2.0,13.0,13.0,9.0,4.0,0.0,0.0,1.0,1.0
13163,south africa ramaphosa get most nomination ahead of anc leadership vote,0.0,0.0,0.0,0.0,6.0,11.0,11.0,8.0,3.0,0.0,0.0,0.0,1.0
13164,u defense chief urge pakistan to redouble effort against militant,0.0,0.0,0.0,0.0,3.0,10.0,10.0,5.0,5.0,0.0,2.0,1.0,4.0
13165,former egypt premier say he fine and still mulling election bid,0.0,0.0,0.0,0.0,2.0,11.0,11.0,8.0,3.0,0.0,1.0,0.0,3.0
13166,somalia peacekeeping mission could be hurt by cut in force size mission chief,0.0,0.0,0.0,0.0,1.0,12.0,13.0,9.0,3.0,1.0,0.0,3.0,4.0
13167,irish border row thwart may bid to clinch brexit trade deal,0.0,0.0,0.0,0.0,3.0,11.0,11.0,11.0,0.0,0.0,1.0,1.0,3.0
13168,exclusive u document certifies honduras a supporting right amid vote crisis,0.0,0.0,0.0,0.0,4.0,11.0,11.0,6.0,5.0,0.0,2.0,1.0,3.333333333333333
13169,finland should stay militarily nonaligned prime minister,0.0,0.0,0.0,0.0,1.0,7.0,7.0,3.0,3.0,1.0,1.0,0.0,3.0
13170,spain supreme court refuse bail for former catalonia cabinet member,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,2.0,1.0,6.0
13171,saudi pledge  million to african antijihadist force mali,0.0,0.0,0.0,3.0,3.0,9.0,9.0,6.0,2.0,1.0,1.0,1.0,3.0
13172,bolivian spoil ballot in judicial vote to protest morale,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,0.0,2.0,4.0
13173,factbox countdown to brexit breakthrough,1.0,0.0,0.0,0.0,3.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0
13174,scotland wale and london want special brexit deal if northern ireland get one,0.0,0.0,0.0,0.0,6.0,13.0,13.0,9.0,4.0,0.0,3.0,0.0,4.0
13175,may head for brussels a lastminute brexit talk go on,0.0,0.0,0.0,0.0,3.0,10.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0
13176,risk grow for rohingya in bangladesh teeming squalid camp,0.0,0.0,0.0,0.0,3.0,9.0,9.0,5.0,4.0,0.0,0.0,1.0,1.0
13177,uber join force with global public transport association,0.0,0.0,0.0,0.0,1.0,8.0,8.0,6.0,1.0,1.0,0.0,1.0,2.0
13178,fighting and air strike in yemen sanaa trap civilian and halt aid un,0.0,0.0,0.0,0.0,5.0,12.0,13.0,11.0,2.0,0.0,0.0,1.0,4.0
13179,irish pm surprised that agreed brexit border deal could not be concluded,0.0,0.0,0.0,0.0,4.0,12.0,12.0,10.0,2.0,0.0,1.0,0.0,2.0
13180,egyptian security force kill five suspected militant in raid,0.0,0.0,0.0,0.0,1.0,9.0,9.0,5.0,4.0,0.0,1.0,2.0,3.0
13181,hadi call on yemeni to rise up against houthis after salehs death  live speech,0.0,0.0,0.0,0.0,4.0,15.0,15.0,13.0,2.0,0.0,1.0,2.0,3.0
13182,militant kill un peacekeeper in central african republic,0.0,0.0,0.0,0.0,6.0,8.0,8.0,3.0,4.0,1.0,0.0,1.0,2.0
13183,nine charged over link to banned turkish group detained pending trial,0.0,0.0,0.0,0.0,2.0,11.0,11.0,7.0,4.0,0.0,0.0,1.0,1.0
13184,trump still weighing whether to recognize jerusalem a israel capital kushner,0.0,0.0,0.0,0.0,4.0,11.0,11.0,5.0,6.0,0.0,1.0,0.0,3.0
13185,german police check more suspicious parcel after potsdam explosive package,0.0,0.0,0.0,0.0,2.0,10.0,10.0,6.0,4.0,0.0,0.0,2.0,3.0
13186,the battle against islamic state,0.0,0.0,0.0,0.0,4.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,2.0
13187,britain and eu fail to agree brexit deal on monday bbc,0.0,0.0,0.0,0.0,8.0,11.0,11.0,10.0,1.0,0.0,2.0,1.0,4.0
13188,kenya free odinga adviser arrested on suspicion of inciting violence,0.0,0.0,0.0,0.0,2.0,10.0,10.0,5.0,5.0,0.0,1.0,1.0,2.0
13189,bosnia must make reform or eu window could close  hahn,0.0,0.0,0.0,0.0,4.0,11.0,11.0,11.0,0.0,0.0,1.0,1.0,5.0
13190,dup leader spoke to pm may on brexit border,0.0,0.0,0.0,0.0,7.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
13191,congo used exiled rebel to suppress antikabila protest report,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,2.0,1.0,0.0,2.0,3.0
13192,with algeria future uncertain macron unlikely to dwell on past during visit,0.0,0.0,0.0,0.0,3.0,12.0,12.0,9.0,3.0,0.0,0.0,2.0,2.0
13193,syrian walkout from talk an embarrassment to russia opposition,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,2.0,1.0,0.0,2.0,4.0
13194,corsica nationalist press for autonomy talk after local vote,0.0,0.0,0.0,0.0,1.0,9.0,9.0,6.0,2.0,1.0,1.0,0.0,1.0
13195,russia to start registering some foreign medium a foreign agent this week ria,0.0,0.0,0.0,0.0,4.0,12.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0
13196,irish pm statement on brexit talk delayed,0.0,0.0,0.0,0.0,4.0,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
13197,hungary dismisses estonian compromise offer on asylumseekers,0.0,0.0,0.0,0.0,2.0,7.0,7.0,2.0,4.0,1.0,1.0,0.0,1.0
13198,former yemeni strongman saleh played his last hand and lost,0.0,0.0,0.0,0.0,3.0,10.0,10.0,9.0,1.0,0.0,0.0,1.0,1.0
13199,enter the petro venezuela to launch oilbacked cryptocurrency,0.0,0.0,0.0,0.0,2.0,8.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0
13200,northern ireland must leave eu on same term a rest of uk dup leader foster say,0.0,0.0,0.0,0.0,10.0,16.0,16.0,14.0,2.0,0.0,0.0,0.0,2.0
13201,scotland sturgeon see no reason not to get special brexit deal like nireland,0.0,0.0,0.0,0.0,5.0,13.0,13.0,9.0,4.0,0.0,4.0,0.0,5.0
13202,turkey say recognizing jerusalem a capital would cause catastrophe,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,2.0,2.0,0.0,1.0,3.0
13203,russian prosecutor seek year in jail for execonomy minister agency,0.0,0.0,0.0,2.0,1.0,10.0,10.0,6.0,4.0,0.0,1.0,0.0,1.0
13204,saleh wa killed in rpg gun attack on his car houthis say party confirms death,0.0,0.0,0.0,0.0,5.0,15.0,15.0,13.0,2.0,0.0,0.0,2.0,2.0
13205,houthi radio station say expresident saleh killed party denies,0.0,0.0,0.0,0.0,2.0,9.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0
13206,france germany want iran to reverse ballistic missile program,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,5.0,0.0,1.0,0.0,2.0
13207,honduran electoral website show president percent point ahead,0.0,0.0,0.0,3.0,1.0,8.0,8.0,3.0,5.0,0.0,0.0,0.0,2.0
13208,brexit deal agreed on all irish issue  irish government source,0.0,0.0,0.0,0.0,3.0,10.0,11.0,10.0,1.0,0.0,1.0,0.0,1.0
13209,eu getting closer to starting trade talk with britain in december tusk,0.0,0.0,0.0,0.0,5.0,12.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0
13210,un seek humanitarian pause in sanaa where street battleground,0.0,0.0,1.0,0.0,3.0,9.0,9.0,7.0,0.0,2.0,0.0,1.0,2.0
13211,zimbabwe swears in first postmugabe cabinet,0.0,0.0,0.0,0.0,2.0,6.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0
13212,german spd to start talk with merkel next week if member agree,0.0,0.0,0.0,0.0,5.0,12.0,12.0,12.0,0.0,0.0,1.0,0.0,2.0
13213,belgian judge to decide on warrant for excatalan leader on dec lawyer,0.0,0.0,0.0,2.0,3.0,11.0,12.0,9.0,3.0,0.0,0.0,0.0,1.0
13214,fiercest clash yet in sanaa yemen casualty growing icrc,0.0,0.0,0.0,0.0,7.0,9.0,9.0,6.0,3.0,0.0,0.0,2.0,3.0
13215,jordan sentence syrian militant to death over border attack,0.0,0.0,0.0,0.0,2.0,9.0,9.0,7.0,2.0,0.0,0.0,2.0,2.0
13216,britain and eu agree to avoid hard border in irelanddaily telegraph,0.0,0.0,0.0,0.0,6.0,11.0,11.0,8.0,2.0,1.0,1.0,2.0,4.0
13217,catalonia proindependence party seen losing majority in election poll,0.0,0.0,0.0,0.0,1.0,9.0,9.0,5.0,3.0,1.0,0.0,1.0,2.0
13218,france close to qatar military transport contract presidential source,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,3.0,1.0,0.0,1.0,2.0
13219,malta police arrest suspect in murder of blogger pm say,0.0,0.0,0.0,2.0,3.0,10.0,10.0,8.0,2.0,0.0,0.0,2.0,2.0
13220,u firm invited to bid for saudi nuclear plant,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0
13221,britain davis say vital that brexit talk progress onto trade,0.0,0.0,0.0,0.0,3.0,10.0,10.0,8.0,2.0,0.0,2.0,0.0,3.0
13222,yemen houthis blow up expresident salehs house,0.0,0.0,0.0,0.0,3.0,7.0,7.0,5.0,1.0,1.0,0.0,1.0,1.0
13223,with new plan swiss pin antiextremism hope on prevention,0.0,0.0,0.0,0.0,2.0,9.0,9.0,7.0,1.0,1.0,1.0,0.0,2.0
13224,eu tusk cancel mideast trip due to brexit crunch,0.0,0.0,0.0,0.0,5.0,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0
13225,moscow to respond to pressure on russian medium abroad ria,0.0,0.0,0.0,0.0,5.0,9.0,10.0,7.0,3.0,0.0,0.0,0.0,1.0
13226,irish government say significant progress on brexit talk,0.0,0.0,0.0,0.0,2.0,8.0,8.0,5.0,2.0,1.0,2.0,0.0,2.0
13227,irish foreign minister say brexit border breakthrough possible on monday,0.0,0.0,0.0,0.0,3.0,10.0,10.0,6.0,3.0,1.0,2.0,0.0,3.0
13228,csu nominates rightwinger a candidate for bavaria state premier,0.0,0.0,0.0,0.0,4.0,9.0,9.0,4.0,4.0,1.0,1.0,0.0,1.0
13229,syrian russian jet bomb residential area in eastern ghouta witness monitor,0.0,0.0,0.0,0.0,3.0,11.0,11.0,6.0,4.0,1.0,0.0,1.0,1.0
13230,indonesia president nominates air chief to replace controversial military head,0.0,0.0,0.0,0.0,1.0,10.0,10.0,4.0,5.0,1.0,0.0,1.0,3.0
13231,south korea u kick off largescale air exercise amid north korean warning,0.0,0.0,0.0,0.0,6.0,12.0,12.0,9.0,2.0,1.0,0.0,2.0,6.0
13232,australian lawmaker proposes to samesex partner on floor of parliament,0.0,0.0,0.0,0.0,1.0,10.0,10.0,4.0,6.0,0.0,0.0,0.0,1.0
13233,france should know that iran missile are not negotiable spokesman,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,3.0
13234,china say resurfacing tension on korean peninsula regrettable,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,2.0,2.0,0.0,2.0,3.0
13235,bounce for australian pm a voter tire of leadership roundabout,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,0.0,1.0,1.0
13236,earthquake strike off kermadec island no tsunami warning,0.0,0.0,0.0,0.0,3.0,8.0,8.0,4.0,4.0,0.0,0.0,2.0,2.0
13237,after return home former egypt premier say still mulling election bid,0.0,0.0,0.0,0.0,2.0,11.0,11.0,8.0,3.0,0.0,1.0,0.0,2.0
13238,corsican nationalist surge in first round of french election,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,2.0,1.0,1.0,0.0,2.0
13239,former egyptian premier say still considering presidential bid,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,2.0,2.0,1.0,0.0,2.0
13240,saudiled air strike support yemen saleh a he shift against houthis,0.0,0.0,0.0,0.0,4.0,11.0,11.0,7.0,4.0,0.0,1.0,2.0,5.666666666666667
13241,un chief urge end to air ground assault in yemen,0.0,0.0,0.0,0.0,3.0,10.0,10.0,9.0,1.0,0.0,1.0,1.0,5.0
13242,kenyan opposition say a strategist arrested no reason given,0.0,0.0,0.0,0.0,1.0,9.0,9.0,6.0,3.0,0.0,1.0,1.0,3.0
13243,u quits talk on global migration pact over sovereignty clash,0.0,0.0,0.0,0.0,2.0,10.0,10.0,8.0,1.0,1.0,0.0,1.0,2.0
13244,lawyer for egypt expremier meet him at cairo hotel facebook statement,0.0,0.0,0.0,0.0,4.0,11.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0
13245,german police say potsdam explosive package not terrorism,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,4.0,0.0,0.0,2.0,2.0
13246,un seeking to evacuate aid worker from yemen source tell reuters,0.0,0.0,0.0,0.0,4.0,11.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0
13247,family of lost argentina submarine crew decry government response,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,4.0,0.0,0.0,2.0,3.0
13248,jordan begin diplomatic offensive ahead of trump move on jerusalem,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,2.0,1.0,5.0
13249,netanyahu order redraft of law seen a protecting him,0.0,0.0,0.0,0.0,1.0,9.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
13250,half of briton support a second vote on brexit poll find,0.0,0.0,0.0,0.0,3.0,11.0,11.0,10.0,1.0,0.0,1.0,0.0,1.6666666666666667
13251,u ally fret a guillotine hang over tillerson,0.0,0.0,0.0,0.0,3.0,8.0,8.0,6.0,2.0,0.0,1.0,1.0,4.0
13252,former key ally of nigeria buhari join opposition party,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,2.0,0.0,1.0,1.0,5.0
13253,qatari emir to attend gulf summit despite row foreign minister,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,1.0,1.0,3.0
13254,pentagon should move u dependent out of south korea due to north korean threat senator,0.0,0.0,0.0,0.0,7.0,15.0,15.0,12.0,3.0,0.0,0.0,1.0,4.0
13255,pope say his defense of rohingya got through in myanmar,0.0,0.0,0.0,0.0,3.0,10.0,10.0,6.0,4.0,0.0,1.0,0.0,1.0
13256,fishing boat capsizes in south korea eight killed,0.0,0.0,0.0,0.0,3.0,8.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0
13257,cholera could resurge in yemen due to lack of aid fuel who,0.0,0.0,0.0,0.0,5.0,12.0,12.0,10.0,2.0,0.0,0.0,1.0,3.0
13258,zuma say south africa and morocco will resume diplomatic tie medium,0.0,0.0,0.0,0.0,4.0,11.0,11.0,9.0,2.0,0.0,2.0,0.0,3.0
13259,a brexit deal take shape juncker to meet meps,0.0,0.0,0.0,0.0,6.0,9.0,9.0,8.0,1.0,0.0,1.0,0.0,1.0
13260,turkey erdogan say will not succumb to u blackmail over court case,0.0,0.0,0.0,0.0,4.0,12.0,12.0,9.0,3.0,0.0,2.0,2.0,7.0
13261,syrian kurdish ypg say seized eastern region from islamic state,0.0,0.0,0.0,0.0,7.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
13262,turkey erdogan say businessmen moving asset abroad are traitor,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,2.0,1.0,2.0,1.0,5.0
13263,ireland say unclear if eu uk can agree wording on border by monday,0.0,0.0,0.0,0.0,6.0,13.0,13.0,10.0,3.0,0.0,1.0,1.0,3.0
13264,zimbabwe truck accident kill injures others,0.0,0.0,0.0,2.0,1.0,6.0,6.0,3.0,3.0,0.0,0.0,1.0,1.0
13265,european parliament not moving from strasbourg france say,0.0,0.0,0.0,0.0,3.0,8.0,8.0,5.0,3.0,0.0,1.0,0.0,2.0
13266,factbox countdown to brexit breakthrough,1.0,0.0,0.0,0.0,3.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0
13267,chinese police detain over deadly tianjin skyscraper fire,0.0,0.0,0.0,2.0,2.0,8.0,8.0,5.0,3.0,0.0,0.0,1.0,1.0
13268,nigeria put fortress town at heart of new boko haram strategy,0.0,0.0,0.0,0.0,3.0,11.0,11.0,8.0,3.0,0.0,1.0,0.0,3.0
13269,uae denies yemen houthis have fired missile toward uae,0.0,0.0,0.0,0.0,8.0,8.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
13270,yemen houthi group say fire missile toward abu dhabi nuclear reactor,0.0,0.0,0.0,0.0,4.0,11.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0
13271,british pm social mobility board quits over failing the poor,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,0.0,2.0,3.0
13272,commander of taliban special force killed in afghanistan official,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,4.0,1.0,1.0,1.0,2.0
13273,mali president contradicts french account of military strike,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,3.0,1.0,0.0,1.0,1.0
13274,cia chief pompeo say he warned iran soleimani over iraq aggression,0.0,0.0,0.0,0.0,7.0,11.0,11.0,9.0,2.0,0.0,0.0,1.0,2.0
13275,embattled australian pm say he will lead government to next election,0.0,0.0,0.0,0.0,4.0,11.0,11.0,7.0,4.0,0.0,1.0,1.0,3.0
13276,honduran army enforces curfew after vote count stall,0.0,0.0,0.0,0.0,1.0,8.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0
13277,crime casualty undermine u gain on afghan battlefield,0.0,0.0,0.0,0.0,4.0,8.0,8.0,5.0,2.0,1.0,1.0,4.0,6.0
13278,ten of thousand of israeli protest against netanyahu corruption,0.0,0.0,0.0,0.0,3.0,8.0,9.0,3.0,6.0,0.0,0.0,3.0,5.0
13279,venezuela political talk end without deal new meeting planned dec,0.0,0.0,0.0,2.0,2.0,10.0,10.0,5.0,5.0,0.0,1.0,0.0,1.0
13280,australian former deputy prime minister return to parliament,0.0,0.0,0.0,0.0,1.0,8.0,8.0,5.0,3.0,0.0,1.0,0.0,2.0
13281,pope decries irrational attitude towards nuclear weapon,0.0,0.0,0.0,0.0,1.0,7.0,7.0,2.0,5.0,0.0,0.0,1.0,4.0
13282,trump recognition of jerusalem a israeli capital would fuel violence arab league,0.0,0.0,0.0,0.0,5.0,12.0,12.0,7.0,4.0,1.0,2.0,0.0,4.0
13283,germany farright afd chooses nationalist a coleader,0.0,0.0,0.0,0.0,3.0,7.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0
13284,france macron call on iraq to dismantle all militia,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
