,Text,Punctuation,Tags,Citations,Numeric,Capitals,Unique_Words,Word_Counts,Short_Words,Medium_Words,Long_Words,Positive_Score,Negative_Score,Intensity_Score
8072,black lung case are at a year high,0.0,0.0,0.0,2.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,1.0,2.0
8073,video show a statement from donald trump on sept,0.0,0.0,0.0,5.0,4.0,9.0,9.0,8.0,1.0,0.0,1.0,0.0,3.0
8074,say president barack obama never said no boot on the ground in syria,0.0,0.0,1.0,0.0,6.0,13.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0
8075,say that bill clinton basically told thenattorney general loretta lynch in that we killed vince foster,0.0,0.0,1.5,4.0,9.0,15.0,16.0,11.0,4.0,1.0,0.0,0.0,1.0
8076,a state agency wanted to fire an employee who spent four hour per day watching pornography but the state employment commission reinstated the person,0.0,0.0,0.5,0.0,1.0,22.0,24.0,18.0,5.0,1.0,0.0,0.0,0.0
8077,obama say he put forward a specific  trillion deficit reduction plan,0.0,0.0,0.5,1.0,1.0,12.0,12.0,7.0,5.0,0.0,0.0,0.0,1.0
8078,president barack obamas policy have forced many part of the country to experience rolling blackout,0.0,0.0,0.5,0.0,3.0,15.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0
8079,say more than people have supported her campaign a volunteer donor and advisor and endorser,0.0,0.0,0.0,4.0,1.0,14.0,15.0,10.0,5.0,0.0,1.0,0.0,2.0
8080,the government ha been putting ground up human teeth and bone in our food and calling it calcium phosphate,0.0,0.0,0.0,0.0,1.0,18.0,19.0,14.0,5.0,0.0,0.0,0.0,0.0
8081,bad math is driving wisconsin exploding positive test rate,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,4.0,0.0,1.0,1.0,3.0
8082,we have four combatready brigade out of in the u army,0.0,0.0,0.0,2.0,4.0,11.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0
8083,there is a place in the u where murder is legal,0.0,0.0,0.0,0.0,3.0,10.0,11.0,11.0,0.0,0.0,0.0,1.0,1.0
8084,illegal alien are costing georgia taxpayer over a billion dollar every year,0.0,0.0,0.0,0.0,2.0,12.0,12.0,7.0,5.0,0.0,0.0,1.0,1.0
8085,across the country more than half of the u attorney seat remain without a prosecutor chosen by obama,0.0,0.0,0.0,0.0,4.0,17.0,18.0,14.0,4.0,0.0,0.0,0.0,0.0
8086,under legislation that ha cleared the georgia house some child who are legal refugee could obtain state scholarship to attend private school,0.0,0.0,1.0,0.0,3.0,22.0,22.0,16.0,4.0,2.0,0.0,0.0,1.0
8087,when i became president and ceo of godfather pizza it wa supposed to go bankrupt we turned it around with commonsense business principle,0.0,0.0,0.0,0.0,8.0,22.0,23.0,16.0,6.0,1.0,1.0,2.0,3.0
8088,the debate on securing our border cant be measured in partisan jab it ha to be measured in the human toll caused by porous border migrant woman are sexually assaulted migrant are victim of violence k migrant child were illegally smuggled last month,0.0,0.0,0.0,7.0,2.0,35.0,43.0,31.0,12.0,0.0,0.0,4.0,6.0
8089,richard corcoran ha a plan to divert even more of our tax dollar to unaccountable private school,0.0,0.0,0.0,0.0,2.0,16.0,17.0,13.0,3.0,1.0,1.0,0.0,1.0
8090,the daughter of a donald trump appointee posed a an el paso shooting victim in a photo with the president,0.0,0.0,0.0,0.0,5.0,17.0,20.0,16.0,4.0,0.0,1.0,0.0,2.0
8091,broward county deputy say civil right attorney were handing out absentee ballot to inmate after election,1.0,0.0,0.0,0.0,15.0,16.0,16.0,11.0,5.0,0.0,2.0,1.0,3.333333333333333
8092,say state expected increase in federal political clout is almost entirely due to the growth of the african american and hispanic population in texas in virtually every region of the state,0.0,0.0,0.5,0.0,5.0,25.0,31.0,21.0,10.0,0.0,1.0,0.0,4.0
8093,say that under texas law it take six year to close a failing school,0.0,0.0,0.0,0.0,2.0,14.0,14.0,13.0,1.0,0.0,0.0,2.0,3.0
8094,mr hurt would reopen that darn medicare doughnut hole,0.0,0.0,0.0,0.0,3.0,9.0,9.0,6.0,3.0,0.0,0.0,3.0,5.0
8095,i am going to be on the ballot in all state there is no other thirdparty candidate thats going to come close to achieving that,0.0,0.0,0.0,2.0,2.0,22.0,25.0,22.0,2.0,1.0,0.0,1.0,1.0
8096,every four minute another american home or business go solar,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
8097,the senate version of the economic stimulus package includes million of dollar to world war ii filipino veteran in the philippine,0.0,0.0,0.5,0.0,8.0,18.0,21.0,12.0,9.0,0.0,0.0,1.0,1.0
8098,the post office advises never send cash in the mail it not secure vote by mail,1.0,0.0,0.0,0.0,5.0,14.0,16.0,15.0,1.0,0.0,1.0,0.0,1.0
8099,about percent of america production of ethylene is produced on the gulf coast in texas and louisiana,0.0,0.0,0.0,2.0,6.0,16.0,17.0,11.0,6.0,0.0,0.0,0.0,0.0
8100,one unnamed donor gave  million to the leoaffiliated judicial crisis network to block the nomination of judge merrick garland and to support gorsuch then a donor  perhaps the same one  gave another  million to prop up kavanaugh,0.0,0.0,0.0,4.0,10.0,30.0,41.0,27.0,13.0,1.0,1.0,2.0,5.666666666666667
8101,over ordinary citizen were given the opportunity to identify project they preferred,0.0,0.0,0.0,6.0,1.0,12.0,12.0,6.0,5.0,1.0,1.0,0.0,2.0
8102,marco rubios income skyrocketed while his power increased,0.0,0.0,0.5,0.0,2.0,8.0,8.0,6.0,1.0,1.0,0.0,0.0,1.0
8103,say cnn reported ben carson wa taking a break from campaigning and the cruz campaign forwarded that news to our volunteer,0.0,0.0,1.5,0.0,7.0,21.0,21.0,16.0,4.0,1.0,0.0,1.0,1.0
8104,according to the state of florida you are almost twice a likely to be attacked by an alligator than by someone who happens to carry a concealandcarry permit,0.0,0.0,0.0,0.0,2.0,24.0,28.0,21.0,6.0,1.0,0.0,0.0,1.0
8105,the boston marathon bombing is the fifth case in which u government official examined individual potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murder,0.0,0.0,1.5,0.0,5.0,30.0,34.0,24.0,9.0,1.0,0.0,3.0,5.0
8106,sherrod brown and his special interest ally in washington are plotting to spend over  million to defeat josh mandel,0.0,0.0,0.5,2.0,5.0,19.0,20.0,14.0,6.0,0.0,3.0,1.0,5.0
8107,of all the money we spend on education less than percent go to teacher,0.0,0.0,0.0,2.0,1.0,14.0,14.0,11.0,3.0,0.0,0.0,1.0,1.0
8108,were now the no producer of oil in the world weve surpassed saudi arabia,0.0,0.0,0.0,1.0,5.0,13.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0
8109,in month melania took trip to ny to get her hair done at taxpayer cost of  or trip,0.0,0.0,0.0,14.0,4.0,18.0,19.0,17.0,2.0,0.0,0.0,0.0,0.0
8110,say joe biden talked about eating wooden corn dog stick,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
8111,canadian prime minister justin trudeau pay mainstream medium  million to report in favor of him,0.0,0.0,0.0,3.0,5.0,16.0,16.0,11.0,5.0,0.0,2.0,0.0,3.333333333333333
8112,say supreme court candidate joanne kloppenburgs record a a state justice department lawyer consists only of the prosecution of case regarding regulation of dock,0.0,0.0,0.0,0.0,8.0,21.0,24.0,15.0,7.0,2.0,3.0,0.0,5.0
8113,say jeb bush significantly cut early voting prior to the presidential election,0.0,0.0,0.5,4.0,3.0,12.0,12.0,9.0,1.0,2.0,0.0,1.0,1.0
8114,the insurance risk corridor arent going broke like republican predicted,0.0,0.0,0.0,0.0,2.0,10.0,10.0,6.0,4.0,0.0,1.0,2.0,4.0
8115,most of the state budget isnt for state government doing thing percent of the state budget is transferred to local community for delivery of service,0.0,0.0,0.0,2.0,1.0,18.0,25.0,19.0,5.0,1.0,0.0,0.0,1.0
8116,a judge order mean there a constitution exemption zone if you live within mile of the united state border,0.0,0.0,1.5,3.0,4.0,18.0,19.0,17.0,1.0,1.0,1.0,0.5,2.5
8117,video show ukraine wa nuked,0.0,0.0,0.5,0.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0
8118,say the obama administration plan to reduce the number of bed devoted to holding individual violating immigration law and to release hundred of dangerous criminal into our community,0.0,0.0,0.5,0.0,2.0,24.0,28.0,17.0,9.0,2.0,1.0,2.0,4.0
8119,say tennessee ha some of the lowest beer excise tax rate in the country,0.0,0.0,0.0,0.0,2.0,13.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0
8120,say it probably cost more than  to run for a seat on the pedernales electric cooperative board of director,0.0,0.0,0.0,6.0,4.0,20.0,20.0,15.0,4.0,1.0,1.0,0.0,1.0
8121,say donald trump funded a veteran day parade year ago in new york city after the city refused to pay,0.0,0.0,0.0,2.0,8.0,19.0,20.0,18.0,2.0,0.0,1.0,0.0,3.0
8122,a new poll show percent support the president plan to reform health care that mean letting you choose between keeping the private insurance you have and a public health insurance plan,0.0,0.0,0.0,2.0,2.0,25.0,31.0,22.0,9.0,0.0,3.0,0.5,6.166666666666667
8123,mitt romney received exactly zero vote in at least cuyahoga county precinct,0.0,0.0,0.0,2.0,4.0,12.0,12.0,8.0,4.0,0.0,0.0,1.0,3.0
8124,the gop tax plan sabotage the health care of million american,0.0,0.0,0.5,2.0,13.0,10.0,11.0,8.0,3.0,0.0,1.0,1.0,3.0
8125,every single republican blocked ketanji brown jackson scotus appointment,0.0,0.0,0.0,0.0,11.0,9.0,9.0,4.0,4.0,1.0,0.0,0.0,0.0
8126,a coloring book that describes joe biden a america sexiest moderate is being marketed to child,0.0,0.0,1.0,0.0,6.0,15.0,16.0,10.0,6.0,0.0,1.0,0.0,2.0
8127,ed schultz said alan grayson is what it all about,0.0,0.0,0.5,0.0,4.0,10.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0
8128,cbc cut donald trump home alone cameo out of broadcast,0.0,0.0,0.0,1.0,11.0,10.0,10.0,9.0,1.0,0.0,1.0,1.0,3.0
8129,the gate foundation tested a polio vax in india between and paralysed child,0.0,0.0,0.5,14.0,4.0,13.0,13.0,10.0,3.0,0.0,0.0,0.0,0.0
8130,pfizer just got caught doing gain of function to mutate covid intentionally for vaccine,0.0,0.0,0.0,0.0,1.0,14.0,14.0,11.0,2.0,1.0,2.0,0.0,2.333333333333333
8131,common core is being used by the obama administration to turn the department of education into what is effectively a national school board,0.0,0.0,0.5,0.0,6.0,21.0,23.0,18.0,3.0,2.0,0.0,0.0,1.0
8132,obama announces plan for a third term presidential run,0.0,0.0,0.0,0.0,9.0,9.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0
8133,georgia crct set some of the lowest expectation for student proficiency in the nation,0.0,0.0,0.5,0.0,5.0,13.0,14.0,10.0,2.0,2.0,0.0,0.0,1.0
8134,a provision in the health care reform bill for endoflife counseling for senior is not entirely voluntary,0.0,0.0,0.5,0.0,1.0,16.0,17.0,12.0,4.0,1.0,3.0,0.0,5.0
8135,raising the debt limit is paying our old debt it ha nothing to do with new spending,0.0,0.0,0.0,0.0,2.0,16.0,17.0,14.0,3.0,0.0,0.0,1.0,1.0
8136,ukraine wa responsible for the kramatorsk train station bombing,0.0,0.0,0.0,0.0,2.0,9.0,9.0,4.0,4.0,1.0,1.0,0.0,1.0
8137,i unsealed my record at marquette university,0.0,0.0,0.5,0.0,3.0,7.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0
8138,rhode island ha invested less in tourism economic development and economic development personnel than four nearby state,0.0,0.0,0.0,0.0,2.0,15.0,17.0,10.0,5.0,2.0,0.0,1.0,1.0
8139,john mccain voted against establishing a national holiday in honor of dr martin luther king jr,0.0,0.0,0.0,0.0,8.0,16.0,16.0,12.0,3.0,1.0,1.0,1.0,2.333333333333333
8140,in it current state this bill is the most restrictive voter id legislation in the nation,0.0,0.0,0.0,0.0,3.0,14.0,16.0,13.0,1.0,2.0,0.0,1.0,2.0
8141,is anyone asking how ron desantis wa worth  in and is now worth  million,1.0,0.0,0.0,12.0,10.0,13.0,16.0,14.0,2.0,0.0,2.0,0.0,4.0
8142,governor evers ag josh kaul and speaker robin vos are demanding red flag gun seizure for wisconsin which would allow gun seizure with no proof arrest indictment conviction or due process at all,1.0,0.0,0.5,0.0,14.0,31.0,33.0,24.0,9.0,0.0,2.0,0.0,3.0
8143,saving that i achieved helped fund camera on the border a a result more than arrest have been made and ton of narcotic confiscated,0.0,0.0,1.0,7.0,3.0,23.0,24.0,21.0,2.0,1.0,0.0,0.0,0.0
8144,say adam hasner give the wealthy tax break worth  a year but hike middle class tax ,0.0,0.0,0.5,10.0,3.0,16.0,18.0,17.0,1.0,0.0,2.0,1.0,4.0
8145,it wa a percent lie that donald trump election unleashed antisemitism  hundred of jewish community center had bomb threat called in to the best of our knowledge to this day percent of them were called in by an american jewish kid living in israel and the other percent were a black radical who wa trying to impress his girlfriend,0.0,0.0,0.0,7.0,10.0,46.0,60.0,47.0,12.0,1.0,4.0,6.0,16.666666666666668
8146,say tim pawlenty said in the era of small government is over the government ha to be more proactive and more aggressive,0.0,0.0,0.5,4.0,4.0,19.0,22.0,17.0,5.0,0.0,1.0,1.0,4.0
8147,in wisconsin gov scott walker ha created a manufacturingled job recovery new job were created this year with created in the struggling manufacturing sector,0.0,0.0,0.0,10.0,5.0,20.0,24.0,16.0,6.0,2.0,0.0,0.0,0.0
8148,virginia ranked th in job creation in under gov tim kaine and moved up to third for while mcdonnell ha been in office,0.0,0.0,0.0,10.0,6.0,21.0,23.0,20.0,3.0,0.0,0.0,0.0,0.0
8149,photo show huge charter bus black life matter bought to transport member to riot,0.0,0.0,1.5,0.0,4.0,13.0,14.0,12.0,2.0,0.0,0.0,1.0,5.0
8150,say florida didnt offer special incentive to deutsche bank which announced it will add job in florida,0.0,0.0,0.0,3.0,5.0,16.0,17.0,11.0,6.0,0.0,2.0,0.0,3.0
8151,kamala harris is the prosecutor who refused to charge the police in the murder of oscar grant,1.0,0.0,0.0,0.0,4.0,15.0,17.0,15.0,2.0,0.0,0.0,1.0,1.0
8152,the obama administration would impose on every catholic institution every jewish institution every protestant institution the obamacare standard of what you have to buy a insurance,0.0,0.0,0.0,0.0,6.0,21.0,26.0,17.0,5.0,4.0,0.0,1.0,3.0
8153,say ron johnson referred to the lego movie a an insidious antibusiness conspiracy,0.0,0.0,1.5,0.0,6.0,13.0,13.0,8.0,4.0,1.0,0.0,2.0,3.0
8154,in the month since republican took the house majority they are trying to impose a tax on everything,0.0,0.0,1.0,2.0,3.0,17.0,18.0,15.0,3.0,0.0,0.0,2.0,3.0
8155,say nancy pelosi wa caught trying to include abortion funding in bill to combat coronavirus,0.0,0.0,0.5,0.0,3.0,14.0,15.0,11.0,3.0,1.0,0.0,1.0,1.0
8156,we have no regulation of drone in the united state in their commercial use,0.0,0.0,0.0,0.0,3.0,13.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0
8157,the michigan attorney general race wa stolen in the middle of the night from matt deperno,0.0,0.0,0.5,0.0,5.0,14.0,16.0,12.0,4.0,0.0,0.0,1.0,1.0
8158,there never been a president before joe biden that ha made race and gender the defining factor for a supreme court nomination,0.0,0.0,0.5,0.0,5.0,21.0,22.0,18.0,4.0,0.0,2.0,0.0,4.0
8159,donald trump say he will terminate social security if reelected,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,3.0,0.0,5.0
8160,obama hasnt been to iraq in year,0.0,0.0,0.5,0.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
8161,say u rep martin heinrich spent a trillion of our tax dollar on a stimulus for failed company here and job overseas,0.0,0.0,0.5,0.0,6.0,21.0,22.0,17.0,5.0,0.0,0.0,0.0,0.0
8162,president joe biden is in gitmo,0.0,0.0,0.5,0.0,4.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0
8163,kip kinkel and clackamas town center shooting both where citizen with gun stopped the crime,0.0,0.0,0.5,0.0,5.0,15.0,15.0,11.0,4.0,0.0,0.0,1.0,1.0
8164,a recent study said medicare for all will lower health care cost in this country by  billion a year and save the life of people who would otherwise have died,0.0,0.0,0.0,8.0,3.0,30.0,31.0,27.0,4.0,0.0,2.0,0.0,4.0
8165,the debt come up all the time in town meeting but it never asked in the debate it really weird it hasnt been brought up,0.0,0.0,0.5,0.0,3.0,19.0,25.0,23.0,2.0,0.0,0.0,2.0,6.0
8166,we havent yet taken out a negative ad,0.0,0.0,0.0,0.0,1.0,8.0,8.0,7.0,1.0,0.0,0.0,1.0,1.0
8167,in the past decade k funding ha grown six time faster than the rate of enrollment,0.0,0.0,0.0,2.0,2.0,15.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0
8168,president obamas suggested reduction in spending for next year ,0.0,0.0,0.0,1.0,2.0,10.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0
8169,say under mitt romney medicare could end a we know it leaving julia with nothing but a voucher to buy insurance which mean  extra per year for a similar plan,0.0,0.0,0.5,4.0,5.0,29.0,31.0,25.0,6.0,0.0,0.0,0.5,4.5
8170,knopp say he upheld a campaign promise not to join the public employee retirement system pers,0.0,0.0,0.0,0.0,9.0,16.0,16.0,12.0,4.0,0.0,2.0,0.0,4.0
8171,since aftertax income are up nearly percent,0.0,0.0,0.5,6.0,1.0,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
8172,say mike coffman said two different thing stop the deportation in a spanishlanguage debate and youre going to be deported in an englishlanguage tv interview,0.0,0.0,2.0,0.0,7.0,24.0,25.0,18.0,4.0,3.0,0.0,1.0,2.0
8173,birthers have obtained a copy of obamas kenyan birth certificate,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0
8174,sheila jackson lee of texas said hey all you wrinkly whiteaged hasbeen it time for you to die and let the next generation have your spot on the planet,0.0,0.0,0.0,0.0,6.0,27.0,29.0,24.0,5.0,0.0,0.0,1.0,1.0
8175,say dr fauci lied about mask in march,0.0,0.0,0.5,0.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
8176,the united state spends  billion on free cell phone  million on moroccan pottery class and pay for the travel expense for the watermelon queen in alabama,0.0,0.0,1.5,4.0,5.0,23.0,28.0,21.0,7.0,0.0,1.0,0.0,1.0
8177,say romney said we should ask pakistan for permission to take a shot at osama bin laden,0.0,0.0,1.0,0.0,5.0,17.0,17.0,15.0,2.0,0.0,0.0,0.0,1.0
8178,if outer space wa a vacuum astronaut would train in vacuum chamber not in swimming pool outer space is a hoax,0.0,0.0,0.0,0.0,4.0,16.0,21.0,18.0,3.0,0.0,0.0,1.0,3.0
8179,and the revenue generated by drilling off virginia coast  million over year,1.0,0.0,0.0,4.0,2.0,13.0,13.0,8.0,5.0,0.0,0.0,0.0,0.0
8180,photo show kelly loefflers house,0.0,0.0,0.0,0.0,3.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0
8181,they never thought that i wa going to release that call and i really had no choice because adam schiff made up a call,0.0,0.0,0.0,0.0,5.0,21.0,24.0,21.0,3.0,0.0,0.0,0.0,3.0
8182,say wisconsin manufacturer commerce own survey revealed that just percent of business executive respondent were in favor of righttowork legislation,0.0,0.0,0.5,6.0,7.0,19.0,20.0,10.0,7.0,3.0,2.0,0.0,2.6666666666666665
8183,if parent dont have health insurance that senator obama want them to have for their child they will be fined,0.0,0.0,0.5,0.0,3.0,19.0,20.0,18.0,2.0,0.0,2.0,0.0,4.0
8184,scott walker ha given a  tax deduction to millionaire who send their kid to exclusive private school,0.0,0.0,0.0,5.0,2.0,17.0,18.0,14.0,3.0,1.0,2.0,0.0,3.0
8185,say chris christie vetoed equal pay for woman time he only let the bill pas once it became a damaging campaign issue,0.0,0.0,0.5,1.0,4.0,22.0,22.0,19.0,3.0,0.0,0.0,1.0,1.0
8186,say nancy pelosi and beto orourke were photographed with el chapo,0.0,0.0,0.0,0.0,8.0,11.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0
8187,he reformed welfare before others tried,0.0,0.0,0.0,0.0,1.0,6.0,6.0,4.0,2.0,0.0,1.0,0.0,1.0
8188,kill a white on sight appears on black life matterantifa flyer,0.0,0.0,0.5,0.0,7.0,10.0,11.0,9.0,1.0,1.0,1.0,2.0,3.0
8189,phoenix arizona im told is now the no kidnapping capital in the world right behind mexico city,0.0,0.0,0.0,1.0,6.0,16.0,17.0,13.0,4.0,0.0,1.0,0.0,1.3333333333333333
8190,china is practicing how to blow up our satellite,0.0,0.0,0.5,0.0,1.0,9.0,9.0,7.0,2.0,0.0,0.0,1.0,1.0
8191,we had a debate on whether obamacare wa the way to go to fix up health care and the american voter said no  emphatically,0.0,0.0,0.0,0.0,4.0,23.0,25.0,21.0,3.0,1.0,1.0,2.0,5.0
8192,say jake tapper said allahu akbar wa a beautiful phrase after a terrorist attack in new york,0.0,0.0,1.0,0.0,7.0,16.0,17.0,15.0,2.0,0.0,1.0,1.0,3.0
8193,say the japanese military did not invade the mainland united state after pearl harbor because they know that almost every home had gun and the american knew how to use them,0.0,0.0,0.5,0.0,7.0,29.0,31.0,26.0,5.0,0.0,0.0,0.0,4.0
8194,say marco rubio didnt show up for a vote on his own bill on sanction against hezbollah,0.0,0.0,1.0,0.0,4.0,16.0,17.0,14.0,3.0,0.0,1.0,1.0,4.0
8195,say kelli ward called for restraint in fighting terrorism,0.0,0.0,0.5,0.0,3.0,9.0,9.0,6.0,3.0,0.0,1.0,1.0,2.0
8196,new jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade,0.0,0.0,0.0,0.0,2.0,21.0,24.0,22.0,2.0,0.0,0.0,1.0,1.0
8197,say a gop wa picking a convention city i recommended ohio,0.0,0.0,0.5,0.0,6.0,10.0,11.0,8.0,2.0,1.0,1.0,0.0,2.0
8198,say the number of spoiled coronavirus vaccine in north carolina is very small in the ten,0.0,0.0,0.5,0.0,3.0,14.0,16.0,12.0,3.0,1.0,0.0,0.0,1.0
8199,say a new state report confirms that redlight camera lead to more accident more injury and greater cost,0.0,0.0,1.5,0.0,1.0,17.0,18.0,14.0,4.0,0.0,0.0,1.0,1.0
8200,over year extending tax cut for the wealthy would add less to the deficit than obama added with the stimulus in one year,0.0,0.0,0.0,2.0,2.0,20.0,23.0,19.0,4.0,0.0,1.0,2.0,4.0
8201,chemical weapon have been used probably time since the persian gulf war,0.0,0.0,1.0,2.0,4.0,12.0,12.0,9.0,3.0,0.0,0.0,1.0,1.0
8202,say personalinjury trial lawyer have provided over percent of the funding for the texas democratic party for over a decade,0.0,0.0,0.5,2.0,4.0,17.0,20.0,15.0,4.0,1.0,1.0,1.0,2.0
8203,the merger of georgia state university and georgia perimeter college will make gsu one of the largest university in the nation with more than student,0.0,0.0,0.0,5.0,10.0,20.0,25.0,17.0,8.0,0.0,1.0,0.0,2.0
8204,the vast majority of people that got insurance under president obamas obamacare the affordable care act got it through medicaid,0.0,0.0,0.0,0.0,8.0,18.0,20.0,13.0,7.0,0.0,3.0,0.0,3.0
8205,diamond and silk pundit died from covid,0.0,0.0,0.0,2.0,7.0,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0
8206,george soros provides migrant with prepaid debit card to fund illegal journey,0.0,0.0,0.0,0.0,12.0,12.0,12.0,7.0,5.0,0.0,0.0,1.0,1.0
8207,say that since he took office there have been no largescale attack on the united state,0.0,0.0,0.5,0.0,3.0,16.0,16.0,15.0,0.0,1.0,0.0,1.0,2.0
8208,facebook said that if you support the nra you will get kicked off,0.0,0.0,0.0,0.0,4.0,12.0,13.0,11.0,2.0,0.0,2.0,0.0,3.666666666666667
8209,since production of metal in the u ha held roughly constant but the number of people employed in the industry ha fallen steadily,0.0,0.0,0.0,4.0,3.0,18.0,23.0,17.0,6.0,0.0,0.0,0.0,0.0
8210,for decade madigan kept property tax high and made a fortune helping crony like pritzker dodge them,0.0,0.0,0.0,0.0,3.0,17.0,17.0,12.0,5.0,0.0,3.0,0.0,7.0
8211,democrat like to blame republican on low vaccination rate well the biggest group in most state are african american who have not been vaccinated the last time i checked over of them vote for democrat,0.0,0.0,0.0,2.0,8.0,33.0,35.0,26.0,8.0,1.0,2.0,2.0,7.0
8212,before the hope scholarship percent of the high school student who made or above on their sat left the state of georgia now percent of those stay in the state of georgia,0.0,0.0,0.5,8.0,11.0,23.0,32.0,26.0,5.0,1.0,2.0,0.0,4.0
8213,my opponent rick gunn blocked the expansion of medicaid  costing half a million people health insurance including at least veteran,0.0,0.0,0.0,5.0,4.0,21.0,21.0,12.0,9.0,0.0,0.0,2.0,3.0
8214,the boeing max the type of plane that crashed in ethiopia continues to fly in the united state despite the faa saying software update are likely coming,0.0,0.0,0.5,4.0,9.0,23.0,27.0,22.0,5.0,0.0,0.0,1.0,3.0
8215,one in every five family in the state of new jersey ha a loved one with a mental illness a serious mental illness and today we dont care,0.0,0.0,0.0,0.0,3.0,22.0,28.0,25.0,3.0,0.0,1.0,3.0,5.0
8216,say the senate will have a record number of female senator in,0.0,0.0,0.0,4.0,2.0,12.0,12.0,11.0,1.0,0.0,1.0,0.0,2.0
8217,san diegos border barrier almost completely ended illegal crossing,0.0,0.0,0.5,0.0,2.0,9.0,9.0,5.0,4.0,0.0,0.0,1.0,2.0
8218,photo show first person from a honduras caravan to be granted asylum in the u,0.0,0.0,0.0,0.0,4.0,15.0,15.0,12.0,3.0,0.0,1.0,0.0,2.0
8219,under current condition by the interest payment on the national debt will be  billion larger than the projected defense spending of  billion,0.0,0.0,0.0,10.0,1.0,20.0,24.0,14.0,10.0,0.0,3.0,0.0,4.0
8220,there is no war in ukraine,0.0,0.0,0.0,0.0,2.0,6.0,6.0,5.0,1.0,0.0,0.0,1.0,1.0
8221,say mike penny changed his twitter banner photo to biden and harris,0.0,0.0,0.5,0.0,6.0,12.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0
8222,a federal judge just ordered wisconsin must have all ballot counted by pm on the day of the election,0.0,0.0,0.0,1.0,2.0,18.0,19.0,14.0,5.0,0.0,1.0,0.0,3.333333333333333
8223,mrna vaccine are being injected into our food supply,0.0,0.0,0.0,0.0,4.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
8224,the orlando shooter used a weapon of war,0.0,0.0,0.5,0.0,2.0,8.0,8.0,6.0,2.0,0.0,0.0,1.0,1.0
8225,in california theyre rioting now over sanctuary city,0.0,0.0,1.0,0.0,2.0,8.0,8.0,5.0,3.0,0.0,1.0,0.0,2.0
8226,a girl life expectancy is seven year after entering into prostitution,0.0,0.0,0.5,0.0,1.0,11.0,11.0,8.0,2.0,1.0,0.0,0.0,0.0
8227,passage of clinton budget bill in led to an enormous flowering of the economy in america,0.0,0.0,0.5,4.0,3.0,14.0,16.0,10.0,6.0,0.0,0.0,1.0,2.0
8228,imitation dairy product often differ nutritionally from those they mimic and labeling them milk or cheese or yogurt is against the law,0.0,0.0,3.5,0.0,1.0,21.0,22.0,17.0,4.0,1.0,0.0,2.0,2.0
8229,the law right now permit company that close down american factory and office and move those job overseas to take a tax deduction for the cost associated with moving the job to china or india or wherever,0.0,0.0,0.0,0.0,4.0,31.0,37.0,30.0,7.0,0.0,2.0,2.0,6.333333333333333
8230,there are fewer iowan working today than when gov reynolds took office,0.0,0.0,0.0,0.0,4.0,12.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0
8231,hunter biden arrested this morning,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0
8232,under sequestration the military wa cut down to the smallest army since the smallest navy since,0.0,0.0,0.5,8.0,3.0,12.0,16.0,12.0,3.0,1.0,0.0,2.0,2.0
8233,never in american history ha so much been spent at one time never in american history will so many tax be raised and so much borrowing be needed to pay for this reckless spending,0.0,0.0,0.0,0.0,4.0,26.0,34.0,27.0,7.0,0.0,1.0,1.0,9.0
8234,cnn shock america fire journalist who made fun of sarah sander face,0.0,0.0,0.0,0.0,6.0,12.0,12.0,10.0,2.0,0.0,0.0,1.0,4.0
